sample_date,sample_time,sampling_site,air_temperature,weather,wind_direction,wind_speed,barometeric_pressure,water_temperature,ph,dissolved_oxygen,conductivity,total_dissolved_solids,salt_ppt,aphanizomenon,dolichospermum,microcystis,planktothrix,raphidiopsis,woronichinia,general_comments,secchi
2024-03-14,11:37:00,Site #2 - Heritage Boat Launch,8.9,Sunny,N,0-5,769,10.3,7.8,9.6,77.3,38.6,0.03,No,No,No,No,No,No,Centric Diatoms noted. Secchi 100 cm,
2024-03-14,12:00:00,Site #4 - Round Lake,9.2,Sunny,No wind,0-5,766.1,9.2,8,8.1,75.4,37.7,0.03,No,No,No,No,No,No,1 Aphanizomenon in trawl.,
2024-03-14,12:54:00,Site #5 - Fallen Leaf Lake,8,Sunny,NW,0-5,776.2,9.5,7.52,10.5,88.6,44.3,0.04,No,No,No,No,No,No,Zooplankton in trawl. Water level still high,
2024-03-15,13:32:00,Site #3 - Lacamas Shores Boat Launch,6,Sunny,E,0-5,760.5,10.3,7.39,14.9,79.1,39.5,0.04,No,No,No,No,No,No,diatoms in trawl sample. Water low. Dock sitting on ground.,
2023-08-24,14:00:00,Site #1 - East Boat Launch,32,Sunny,SE,0-5,759,24.3,7.9,8.04,121,59,,Yes,Yes,No,No,No,,,
2024-03-21,13:40:00,Site #2 - Heritage Boat Launch,14.4,Cloudy,N,0-5,760,13.8,8.18,11.4,79.9,39.9,0.03,No,No,No,No,No,No,Centric & Pennate Diatoms noted. Secchi 100 cm,
2024-03-21,14:08:00,Site #3 - Lacamas Shores Boat Launch,15,Cloudy,NE,0-5,759.2,12,7.78,8.8,81.6,40.8,0.03,No,No,No,No,No,No,Water level low. Scum present. Planthorix in trawl,
2024-03-21,14:15:00,Site #4 - Round Lake,14.4,Cloudy,S,0-5,766,12.2,6.7,7.6,80.3,40.2,0.03,No,No,No,No,No,No,Centric Diatom noted. Water level low.,
2024-03-21,13:50:00,Site #5 - Fallen Leaf Lake,13,Cloudy,No wind,0-5,764.9,14.2,8.4,10.31,88.7,44.5,0.05,No,No,No,No,No,No,Planktothrix in trawl,
2023-08-17,11:00:00,Site #1 - East Boat Launch,22,Partly Cloudy,No wind,0-5,758,25.5,8.1,6.04,125,59,,No,Yes,No,No,No,,,
2024-03-28,13:56:00,Site #2 - Heritage Boat Launch,14.4,Cloudy,N,0-5,753,11.5,7.76,12,82.8,41.9,0.03,No,No,No,No,No,No,Secchi disk 90 cm.,
2024-03-28,17:36:00,Site #3 - Lacamas Shores Boat Launch,8.1,Cloudy,NE,0-5,752.5,10.5,7.63,9.5,86.6,43.3,0.04,No,No,No,No,No,No,Secchi disk 76.2 cm. Dolchi and Plankto in trawl,
2024-03-28,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Could not access lake,
2024-03-29,14:30:00,Site #4 - Round Lake,15.5,Cloudy,NW,0-5,758.6,11.8,8.4,6.6,82.5,41.2,0.03,No,No,Yes,No,No,No,2 Microcysitis in noted and a 2 Centri Diatoms,
2024-04-04,13:02:00,Site #2 - Heritage Boat Launch,6.7,Rain,E,0-5,754,12.7,7.94,12,86.1,43.1,0.03,No,No,No,No,No,No,Centric & Pennate Diatoms noted.,
2024-04-04,13:30:00,Site #3 - Lacamas Shores Boat Launch,6.8,Cloudy,NE,0-5,758.12,11.5,8.3,12.1,86.4,43.3,0.04,No,No,No,No,No,No,"Gusts, secchi 76.2 cm",
2024-04-04,12:15:00,Site #5 - Fallen Leaf Lake,5,Cloudy,No wind,0-5,759,13.1,8.75,9.6,90.1,45.1,0.03,No,No,Yes,No,No,No,Water level high. Zooplanktons in trawl,
2023-08-10,14:00:00,Site #1 - East Boat Launch,27,Sunny,W,0-5,761,25.4,8.1,6.55,118,56,,No,No,No,No,No,,,
2024-04-11,13:04:00,Site #2 - Heritage Boat Launch,13.8,Partly Cloudy,N,0-5,756,11.7,8.14,11.7,86.1,43.1,0.03,No,No,No,No,No,No,Secchi disk at 105cm,
2024-04-11,11:00:00,Site #3 - Lacamas Shores Boat Launch,11.8,Partly Cloudy,No wind,0-5,757.3,11.8,6.52,10,85.5,42.7,0.03,No,No,No,No,No,No,Secchi disk at 76.2cm. Hit bottom. water clear,
2024-04-11,11:56:00,Site #4 - Round Lake,16.6,Partly Cloudy,SE,0-5,763,13.4,6.1,7.8,85.6,42.8,0.03,No,No,No,No,No,No,Water level high and clear.,
2023-08-04,11:00:00,Site #1 - East Boat Launch,24.6,Partly Cloudy,W,0-5,766,23,8.17,8.17,119,56,,No,No,No,No,No,,,
2024-04-17,13:39:00,Site #5 - Fallen Leaf Lake,17,Sunny,NW,0-5,767.5,17.8,7.54,9.5,87.9,34,0.05,No,No,Yes,No,No,Yes,Some scum on lake edge.,
2023-07-27,12:00:00,Site #1 - East Boat Launch,22.2,Sunny,W,0-5,764,24.7,8,5.82,117,56,,No,No,No,No,No,,,
2024-04-18,11:25:00,Site #2 - Heritage Boat Launch,14.4,Sunny,E,,767.8,14.4,6.63,7.5,86.4,43.3,0.04,No,No,No,No,No,Yes,Breezy. 1 Woronichinia noted,
2024-04-18,12:03:00,Site #3 - Lacamas Shores Boat Launch,15,Sunny,SE,10-15,761.2,13.7,7.6,10.6,86.4,43.2,0.04,No,No,No,No,No,No,Secchi disk visible from lake bottom @ 45.7cm,
2024-04-18,11:50:00,Site #4 - Round Lake,14.5,Sunny,SE,0-5,767.8,14.3,7.12,7.8,87,43.5,0.04,No,No,No,No,No,No,Breezy. Water level down from last week,
2023-07-21,11:00:00,Site #1 - East Boat Launch,18,Sunny,W,0-5,766,25.3,7.9,7.54,114,55,,No,No,No,No,No,,Noted lots of micro plastic,
2024-04-25,14:29:00,Site #2 - Heritage Boat Launch,11.7,Cloudy,SE,0-5,755,14.9,8.4,11.2,89.9,45,0.03,No,No,No,No,No,No,Centric & Pennate diatoms. Secchi 110cm. Trawl had Aphan & Micro,
2024-04-25,14:07:00,Site #3 - Lacamas Shores Boat Launch,10,Rain,SE,5-10,753.7,14.1,7.99,9,89.2,44.6,0.05,No,No,No,Yes,No,No,Secchi disk visible from lake bottom @ 45.7cm,
2024-04-25,13:00:00,Site #4 - Round Lake,6.66,Rain,SE,0-5,760.1,11.7,7.8,7.6,83.4,41.9,0.04,No,No,No,No,No,No,Breezy. Water level down from last week,
2024-04-25,12:05:00,Site #5 - Fallen Leaf Lake,12.6,Rain,SE,0-5,755.9,15.1,8.2,9.3,86.9,43.9,0.04,No,No,No,No,No,No,Trawl had diatoms and plantothrix,
2023-07-14,10:30:00,Site #1 - East Boat Launch,24,Sunny,No wind,0-5,765,24,8.5,8.5,111,54,,No,No,No,No,No,,,
2024-05-02,11:30:00,Site #4 - Round Lake,12.2,Mostly Cloudy,NE,0-5,756.5,13.6,6.8,7.5,91.6,45.9,0.04,No,No,No,No,No,No,No trawl.,
2024-05-02,12:50:00,Site #5 - Fallen Leaf Lake,15,Partly Cloudy,No wind,0-5,756.9,15.8,8.33,9.5,87.4,43.6,0.04,No,No,No,No,No,No,"Trawl had diatoms and elevated plantothrix, microcy, Woronich",
2024-05-08,11:40:00,Site #5 - Fallen Leaf Lake,20,Sunny,NW,0-5,768.9,16.9,8.19,8.6,84.1,42.1,0.04,No,No,No,No,No,No,Gusty. Scum visible along edge,
2023-07-07,9:45:00,Site #1 - East Boat Launch,19.3,Cloudy,S,0-5,756.5,22.5,8.24,6.9,112.5,56.2,0.06,No,NO,No,No,No,,,
2024-05-09,14:02:00,Site #2 - Heritage Boat Launch,14.1,Sunny,E,0-5,763,14.1,7.76,11.1,70.8,35.2,0.03,No,No,No,No,No,No,Secchi 90 cm. Centric & Penne,
2024-05-09,13:00:00,Site #3 - Lacamas Shores Boat Launch,23,Sunny,SE,10-15,762.3,15.3,7.22,9.3,69.1,34.5,0.04,No,No,No,No,No,No,Secchi 76.2cm,
2024-05-09,11:10:00,Site #4 - Round Lake,13.7,Sunny,No wind,0-5,769.3,13.7,7.38,6.7,71.5,35.6,0.04,No,No,No,No,No,No,No trawl.,
2023-06-29,14:00:00,Site #1 - East Boat Launch,23.9,Sunny,W,0-5,763,25.6,8,6.9,97,48,,No,No,No,No,No,,,
2024-05-16,14:38:00,Site #2 - Heritage Boat Launch,29.5,Partly Cloudy,No wind,0-5,758,20.2,8.57,11.6,75.5,37.8,0.03,No,No,No,No,No,No,Secchi 80 cm. Trawl had Aphanizomenon,
2024-05-16,16:45:00,Site #4 - Round Lake,20,Cloudy,No wind,0-5,762.6,20.8,7.67,8.2,74.3,32.3,0.04,No,No,No,No,No,No,Water level high,
2024-05-16,12:15:00,Site #5 - Fallen Leaf Lake,21.5,Sunny,NW,0-5,764.58,21.5,8.08,8.7,84.7,42.4,0.03,No,No,No,No,No,No,Trawl had Dolichosperum & zooplankton,
2024-05-19,7:45:00,Site #3 - Lacamas Shores Boat Launch,14,Partly Cloudy,No wind,0-5,762.5,16.9,7.6,9.4,78.9,39.4,0.04,No,No,No,No,No,No,Secchi disk 91.44cm,
2023-06-23,14:30:00,Site #1 - East Boat Launch,22.6,Sunny,W,0-5,761.4,21.5,9.2,,112,56,,No,No,No,No,No,,,
2024-05-23,14:34:00,Site #2 - Heritage Boat Launch,10.6,Cloudy,N,0-5,761,15.9,8.24,10.7,80.4,40.2,0.03,No,No,No,No,No,No,Trawl had Dolicsp. sechhi 120cm heavy rain,
2024-05-23,14:40:00,Site #4 - Round Lake,15.4,Cloudy,No wind,0-5,766.3,16,8.1,9.1,78.6,38.9,0.04,No,No,No,No,No,No,Water level high from heavy rain.,
2024-05-23,12:50:00,Site #5 - Fallen Leaf Lake,14,Cloudy,NW,0-5,767.02,16.9,8.25,7.7,86.9,43.5,0.03,No,No,No,No,No,No,"Trawl had Dolichosp , Apha, Micrysis",
2023-06-14,13:00:00,Site #1 - East Boat Launch,16,Sunny,SW,0-5,767,22,7.81,4.93,101,48,,No,No,No,No,No,,,
2024-05-30,14:51:00,Site #2 - Heritage Boat Launch,17.2,Sunny,NW,0-5,766,17.9,9.07,12.2,83.9,41.9,0.03,No,No,No,No,No,No,Diatoms & Fragilania noted. Secchi 90cm,
2024-05-30,17:20:00,Site #3 - Lacamas Shores Boat Launch,18,Sunny,NW,5-10,763.7,16.9,8.66,11.5,85.1,42.6,0.03,No,No,No,No,No,No,"Centric Diatoms noted. Secchi 60.96, murky",
2024-05-30,10:45:00,Site #4 - Round Lake,14.4,Partly Cloudy,W,0-5,773.8,18.1,8.6,8.7,81.9,41.1,0.04,No,No,No,No,No,No,Water level high.,
2024-05-30,12:00:00,Site #5 - Fallen Leaf Lake,18,Sunny,NW,0-5,771.4,19.4,8.7,9.8,81.3,42.2,0.04,No,No,Yes,No,No,No,Zooplankton noted,
2023-06-09,11:30:00,Site #1 - East Boat Launch,13.9,Rain,W,0-5,764,20.3,8.5,8.98,98,46,,No,No,No,No,No,,,
2024-06-06,14:34:00,Site #2 - Heritage Boat Launch,21.1,Sunny,NW,0-5,757,18.4,8.24,11.2,92.2,46.1,0.04,No,No,No,No,No,No,Diatoms. Pics from trawl. Secchi 100cm,
2024-06-06,15:00:00,Site #4 - Round Lake,14.4,Sunny,W,0-5,763.2,18.1,8.65,8.7,81.9,41.1,0.04,No,No,No,No,No,No,Water level down by 3,
2024-06-06,12:47:00,Site #5 - Fallen Leaf Lake,21,Sunny,NW,0-5,764.8,21.9,8.27,8.3,89,45,0.03,No,No,No,No,No,No,Trawl has Aphan/elevated & Dollicho,
2024-06-07,16:47:00,Site #3 - Lacamas Shores Boat Launch,27,Sunny,W,5-10,752.1,19.2,8.06,10.8,88,44.1,0.05,No,No,No,No,No,No,Pennate Diatoms. Secchi 2.5,
2023-05-26,12:05:00,Site #1 - East Boat Launch,24.4,Sunny,W,0-5,759,21.4,7.64,8.6,93,41,,No,No,No,No,No,,,
2024-06-13,10:56:00,Site #2 - Heritage Boat Launch,19.4,Sunny,W,0-5,764.3,19.9,7.56,6.6,86.2,45.3,0.04,No,No,No,No,No,No,Secchi 250cm Pennate Diatoms,
2024-06-13,17:04:00,Site #3 - Lacamas Shores Boat Launch,20,Partly Cloudy,W,10-15,757,20,8.16,9.8,89.8,45,0.04,No,No,No,No,No,No,Ciliates. Water leve increased to 3 Secchi 2,
2024-06-13,10:40:00,Site #4 - Round Lake,19.1,Sunny,W,0-5,765.4,20.8,6.23,7.1,91.1,45.5,0.04,No,No,No,No,No,No,Water level up 3,
2024-06-13,13:50:00,Site #5 - Fallen Leaf Lake,16.3,Partly Cloudy,NW,0-5,764.2,23.3,8.11,8.5,85.2,42.6,0.03,Yes,Yes,Yes,No,No,No,Trawl has elevated levels,
2023-05-18,11:30:00,Site #1 - East Boat Launch,18.9,Sunny,W,0-5,761,24.1,7.7,,89,43,,No,No,No,No,No,,,
2024-06-20,13:20:00,Site #2 - Heritage Boat Launch,29.4,Sunny,W,0-5,756,23.9,9.19,13.5,92.5,46.3,0.04,No,Yes,No,No,No,No,Centric & Pennate. wl is Dolci & Aphani,
2024-06-20,17:43:00,Site #3 - Lacamas Shores Boat Launch,29,Sunny,NW,5-10,753.2,21.6,8.42,10.4,92.5,46.2,0.04,No,No,No,No,No,No,Secchi 2ft. Murky. Trawl has Dolichi & Plankto,
2024-06-20,12:25:00,Site #4 - Round Lake,27.6,Sunny,W,0-5,761.7,22,7.46,7.7,92.8,46.4,0.04,No,No,No,Yes,No,No,Water clear. Lots of kids,
2024-06-20,12:50:00,Site #5 - Fallen Leaf Lake,28.2,Sunny,NW,0-5,761.9,22.8,7.64,6.5,88.9,42.1,0.04,Yes,No,No,No,No,No,Level high and murky. High users,
2023-05-11,12:30:00,Site #1 - East Boat Launch,25,Sunny,W,0-5,760.8,19.8,8.56,11.2,87,44,,No,No,No,No,No,,,
2024-06-27,14:48:00,Site #2 - Heritage Boat Launch,20,Mostly Cloudy,W,0-5,760,21.3,9.01,10.4,97.1,48.5,0.04,No,Yes,No,No,No,No,Secchi 110. Trawl elevated. Oil spill.,
2024-06-27,17:00:00,Site #3 - Lacamas Shores Boat Launch,23,Mostly Cloudy,W,5-10,759.7,22.6,8.75,9.8,98,49,0.05,No,Yes,No,No,No,No,Secchi 103. Murky. Trawl has Dolci,
2024-06-27,14:25:00,Site #4 - Round Lake,20,Mostly Cloudy,NW,0-5,765.8,22.4,5.48,6.4,94.5,47.4,0.04,No,No,No,Yes,No,No,Cilates noted. Water level high,
2024-06-27,12:00:00,Site #5 - Fallen Leaf Lake,23,Cloudy,No wind,0-5,765.9,21.9,7.47,6.4,86.5,43.2,0.05,No,No,No,No,No,No,Trawl has all targets elevated,
2023-05-04,13:30:00,Site #1 - East Boat Launch,10,Rain,SE,0-5,758,15.8,7.9,6.67,38,64,,No,No,No,No,No,,,
2024-07-03,14:11:00,Site #2 - Heritage Boat Launch,21.1,Sunny,SW,0-5,761.2,23.4,8.78,10,98.6,49.3,0.04,Yes,No,No,No,No,No,Secchi 120. Dolci & Aphaniz in trawl,
2026-06-11,12:15:00,Site #2 - Heritage Boat Launch,20,Sunny,NW,0-5,761,19.7,9.06,10.4,103.6,51.8,0.04,No,Yes,No,No,No,No,"Pennate D. , Secchi @140cm. Trawl had all other cyanos.",
2026-06-11,11:00:00,Site #4 - Round Lake,20.7,Sunny,No wind,0-5,760,19.8,7.29,8.6,101.1,50.6,0.04,No,No,No,No,No,No,No targets,
2026-06-11,12:27:00,Site #5 - Fallen Leaf Lake,26.9,Sunny,No wind,0-5,766,21.2,6.42,7.9,78.4,39.2,0.04,No,No,No,No,No,No,High water. Trawl full,
2026-06-17,18:00:00,Site #3 - Lacamas Shores Boat Launch,26,Mostly Cloudy,W,0-5,752.5,23.4,9.56,11.6,108.1,54,0.05,Yes,Yes,Yes,No,No,No,Secchi 3 ft.  Other cyano,
2024-07-04,11:00:00,Site #4 - Round Lake,22.8,Sunny,W,0-5,768.4,23.2,6.78,5.6,96.9,48.4,0.04,No,No,No,No,No,No,oil spill noted,
2024-07-04,12:22:00,Site #5 - Fallen Leaf Lake,26,Sunny,NW,0-5,766,23.9,8.15,7.4,87.9,43.4,0.04,No,No,No,No,No,No,Zoopl in protocol. All targets in trawl,
2024-07-05,14:29:00,Site #3 - Lacamas Shores Boat Launch,25,Sunny,NW,0-5,758.5,22.9,8.3,9.1,100.6,50.3,0.05,No,Elevated,No,Yes,No,No,"Ciliates, secchi1.5 Depth 4.",
2023-04-20,11:00:00,Site #1 - East Boat Launch,7.2,Rain,NE,0-5,771,10.6,7.5,6.8,48,24,,No,No,No,No,No,,,
2024-07-11,13:31:00,Site #2 - Heritage Boat Launch,24.1,Sunny,W,0-5,760,27.5,8.5,8.4,103,51.5,0.04,No,No,No,No,No,No,"Trawl has Aphan, Plankto, & Raphi & Centric, Water clear & high",
2024-07-11,6:46:00,Site #3 - Lacamas Shores Boat Launch,26,Sunny,NW,5-10,752.3,26.2,8.7,9.1,103.7,52.3,0.05,Yes,Elevated,No,Yes,No,No,"Ciliates, secchi 2.5, depth 4.5",
2024-07-11,10:53:00,Site #4 - Round Lake,24,Sunny,W,0-5,760.4,26.7,7.35,5.4,102.5,51.1,0.05,No,Yes,No,No,No,No,Water level high,
2024-07-11,12:15:00,Site #5 - Fallen Leaf Lake,23,Sunny,NW,0-5,762.27,26,8.28,6.4,88.3,44.2,0.04,No,No,No,No,No,No,5 target species in trawl. Very crowded.,
2023-04-06,12:40:00,Site #1 - East Boat Launch,10,Rain,SE,0-5,759,11,7.9,6.7,56,28,,No,No,No,No,No,,,
2024-07-18,11:38:00,Site #2 - Heritage Boat Launch,23.3,Sunny,W,0-5,761,25.1,8.38,8.1,107.9,54,0.05,No,Yes,No,No,No,No,Trawl had the other targets. Secchi 170. Dinofl in protocol,
2024-07-18,12:04:00,Site #4 - Round Lake,23,Sunny,No wind,0-5,759.4,27.3,6.33,4.7,104.8,52.4,0.06,No,Yes,No,No,No,No,Water very green color,
2024-07-18,12:00:00,Site #5 - Fallen Leaf Lake,25,Sunny,No wind,0-5,768.2,26.7,7.9,6.7,89.4,44.7,0.04,No,No,No,No,No,No,Trawl had all targets,
2024-07-19,6:35:00,Site #3 - Lacamas Shores Boat Launch,30,Sunny,NW,5-10,758.7,26.9,8.5,9.8,106.8,53.1,0.05,No,Elevated,No,No,No,No,Ciliates. Secchi 76.2 Plankto & Ahem,
2023-03-30,13:15:00,Site #1 - East Boat Launch,11,Cloudy,SE,0-5,759,10.2,8.51,6.6,56,28,,No,No,No,No,No,,,
2024-07-25,13:31:00,Site #2 - Heritage Boat Launch,21.1,Partly Cloudy,W,0-5,765,23.7,8.4,8.7,109.7,54.9,0.05,Yes,,No,No,No,No,Secchi 110cm. Dino & cyanos. Trawl had elevated targets,
2024-07-25,12:00:00,Site #4 - Round Lake,17,Partly Cloudy,NW,0-5,764.1,24.6,6.57,5.1,105.8,52.9,0.05,Yes,Yes,Yes,Yes,No,No,Trawl had elevated targets.,
2024-07-25,13:50:00,Site #5 - Fallen Leaf Lake,22,Partly Cloudy,NW,0-5,762.2,24.9,8.5,7.7,92,45.9,0.04,Yes,No,No,No,No,No,"Trawl has elevated Apho, Dolico, Plankto, Diatoms& Dinof",
2024-07-27,10:48:00,Site #3 - Lacamas Shores Boat Launch,17,Partly Cloudy,NW,0-5,754.6,22.9,8.59,6.6,110.7,53.3,0.05,Yes,Elevated,No,Yes,No,No,"Ciliates, Secchi 91.44 cm",
2024-08-01,14:45:00,Site #2 - Heritage Boat Launch,27.6,Partly Cloudy,W,0-5,764.3,25.2,8.9,10.7,108.3,54.3,0.05,Yes,Yes,Yes,Yes,Yes,Yes,Murky. Trawl had elevated levels. Secchi at 97cm,
2024-08-01,12:36:00,Site #3 - Lacamas Shores Boat Launch,29.6,Sunny,NW,0-5,764.2,24.9,9.9,11.9,109.4,54.7,0.05,No,Yes,No,No,No,No,Murky. Water level high. Secchi @ 100cm,
2024-08-01,14:50:00,Site #4 - Round Lake,32,Sunny,No wind,0-5,755.3,25.9,8.12,8.4,103.6,54.4,0.05,No,Yes,No,No,No,No,Murky.,
2024-08-01,12:15:00,Site #5 - Fallen Leaf Lake,29,Sunny,NW,0-5,762.2,25.4,8.23,8,106.3,53.3,0.04,No,Yes,Yes,No,No,No,Scum. Trawl elevated.,
2023-03-25,12:05:00,Site #1 - East Boat Launch,3.7,Cloudy,E,0-5,766.3,9.1,8.88,10.8,,,,No,No,No,No,No,,,
2023-03-16,15:00:00,Site #1 - East Boat Launch,12.6,Sunny,E,0-5,764.1,7.2,8.7,10.8,45,22,,No,No,No,No,No,,,
2024-08-08,13:45:00,Site #2 - Heritage Boat Launch,30,Sunny,N,0-5,751,27.1,9.04,8.4,112,55.9,0.05,No,Elevated,No,No,No,No,Trawl had all targets. Secchi 80cm.,
2024-08-08,10:58:00,Site #3 - Lacamas Shores Boat Launch,24.4,Sunny,W,0-5,751.2,24.6,9.37,11.8,114.3,51.1,0.06,No,Elevated,No,No,No,No,Trawl elevated Dolic. Secchi 1 meter. Water depth 4.3 ft. Murky,
2024-08-08,11:45:00,Site #4 - Round Lake,24,Partly Cloudy,No wind,0-5,755.5,26.2,6.31,6.7,108.6,54.4,0.06,Yes,Elevated,Yes,Yes,No,No,Water is murky,
2024-08-08,12:57:00,Site #5 - Fallen Leaf Lake,29,Sunny,NW,0-5,769.6,24.6,8.44,8.1,91.7,45.8,0.05,No,Yes,No,No,No,No,Lots of kids. Trawl had nothing.,
2023-03-09,13:30:00,Site #1 - East Boat Launch,9.9,Cloudy,SE,0-5,755,6.7,7.5,6.83,81,38,,No,No,No,No,No,,,
2024-08-15,13:35:00,Site #2 - Heritage Boat Launch,22.8,Mostly Cloudy,N,0-5,761,23.4,8.76,7,114.9,57.4,0.05,Yes,Yes,No,No,No,No,Murky. Trawl had elevated levels. Secchi at 97cm,
2024-08-15,17:15:00,Site #3 - Lacamas Shores Boat Launch,23,Cloudy,NW,0-5,758.5,23,8.86,7.3,115.5,57.8,0.06,Yes,Elevated,No,No,No,No,Level depth 4.28. Secchi disc 3,
2024-08-15,13:08:00,Site #4 - Round Lake,22.2,Cloudy,NW,0-5,765.2,22.9,7.57,9.7,92.4,46.6,0.04,No,Yes,No,No,No,No,Murky. Centric Diatoms & Dinoflag,
2024-08-15,13:33:00,Site #5 - Fallen Leaf Lake,22.2,Cloudy,SE,0-5,765.7,23.3,8.56,11.1,110.3,53.1,0.05,Yes,Elevated,Yes,No,No,No,Murky. Centric Diatom &Dinofl,
2024-08-21,10:10:00,Site #4 - Round Lake,22.9,Cloudy,NE,0-5,760,22.7,8.29,6.9,113.8,56.9,0.05,No,No,No,No,No,No,Dolchio in trawl. Water level dropped 2+ ft,
2023-03-02,12:15:00,Site #1 - East Boat Launch,10,Mostly Cloudy,W,0-5,763.7,8.3,7.4,10.9,72,35,,No,No,No,No,No,,,
2024-08-22,14:39:00,Site #2 - Heritage Boat Launch,20,Cloudy,SE,0-5,755,22,8.81,8.1,119.6,59.8,0.05,Yes,,No,No,No,Yes,Scum. Secchi 80 cm. Centric Diatom,
2024-08-22,16:25:00,Site #3 - Lacamas Shores Boat Launch,20,Cloudy,SE,0-5,758.6,21.7,8.3,8.3,117.5,58.8,0.05,Yes,Yes,Yes,No,No,No,Water level 3. Secchi 2,
2024-08-22,13:00:00,Site #5 - Fallen Leaf Lake,18,Cloudy,SW,0-5,764.37,22.6,8.09,8.9,94.3,47.2,0.04,Yes,Yes,Yes,No,Yes,No,Trawl elevated of all species,
2024-08-24,11:40:00,Site #3 - Lacamas Shores Boat Launch,26,Sunny,NW,0-5,758.1,21.1,8.3,7,120.7,60.3,0.06,Yes,Yes,No,No,No,No,"Ciliates present, Depth at 3, secchi 2.5",
2023-02-16,13:50:00,Site #1 - East Boat Launch,14,Cloudy,No wind,0-5,767,8.4,7.5,9.11,74,34,,No,No,No,No,No,,,
2024-08-29,11:45:00,Site #2 - Heritage Boat Launch,21,Sunny,NE,0-5,759,21.3,7.88,7.5,121.7,60.8,0.05,Yes,Yes,No,No,No,No,"Trawl elevelated With Aph, Dolich, & Worch. Secchi 140cm.",
2024-08-29,16:15:00,Site #4 - Round Lake,30.5,Sunny,E,0-5,755,22.2,6.44,5.7,116.7,58.4,0.05,Yes,Elevated,No,Yes,Yes,No,water murky,
2024-08-30,13:30:00,Site #5 - Fallen Leaf Lake,23,Sunny,NW,0-5,764.7,23.1,8.49,7.1,93.5,46.5,0.05,No,Yes,Yes,No,No,No,Woronichina in trawl.,
2023-02-09,14:00:00,Site #1 - East Boat Launch,17.4,Sunny,W,0-5,766.3,8.9,7.75,10.3,102,35,,No,No,No,No,No,,,
2024-09-05,12:00:00,Site #2 - Heritage Boat Launch,31.7,Sunny,S,0-5,759,23.6,8.12,8.7,123.1,61.4,0.05,Yes,Yes,No,No,No,No,Secchi 140cm. Trawl had elevated targets & dinoflag.,
2024-09-05,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2024-09-05,12:00:00,Site #4 - Round Lake,28.3,Sunny,W,0-5,764.4,22.3,6.23,4.5,121.3,60.6,0.06,Yes,Yes,No,No,Yes,No,Water murky.,
2024-09-05,13:40:00,Site #5 - Fallen Leaf Lake,27,Sunny,W,0-5,764.3,24.7,8.1,7.3,92.1,46,0.04,No,Yes,Yes,No,No,No,"Trawl had Dolic, Woronch, &zooplank",
2023-02-02,15:20:00,Site #1 - East Boat Launch,14.1,Sunny,W,0-5,766.3,8.9,7.8,9.7,73,33,,No,No,No,No,No,,,
2024-09-12,12:25:00,Site #2 - Heritage Boat Launch,16.7,Mostly Cloudy,N,0-5,758,21.5,7.9,6.5,126,62.9,0.06,No,Yes,No,No,No,No,"Diatoms too. Secchi @ 125 cm. Trawl had Aph, Dol, mico, Worch",
2024-09-12,17:10:00,Site #4 - Round Lake,20,Cloudy,NW,0-5,756.9,21.4,7.3,5.6,121.8,60.9,0.05,Yes,Elevated,Yes,No,No,No,Cilates noted.,
2024-09-12,13:00:00,Site #5 - Fallen Leaf Lake,20.1,Cloudy,NW,0-5,764.3,22.1,8.1,6.1,95.1,45,0.04,No,Yes,Yes,No,No,No,"Trawl had Doli, Woroch & Asteriondilia",
2023-01-26,15:45:00,Site #1 - East Boat Launch,13.9,Cloudy,SE,0-5,778,9.4,7.6,7.6,72,33,,No,No,No,No,No,,,
2024-09-19,13:34:00,Site #2 - Heritage Boat Launch,18.3,Partly Cloudy,SE,0-5,759,19.3,7.8,6.48,129.6,64.8,0.05,Yes,Yes,Yes,No,No,Yes,Lake down 1.5 meters. Secchi 120cm,
2024-09-19,11:50:00,Site #4 - Round Lake,18.3,Mostly Cloudy,NW,0-5,756.6,19.2,7.7,7.9,126.6,63.3,0.05,Yes,Yes,Yes,Yes,Yes,No,Centric Diatoms. Water level dropped,
2024-09-19,12:17:00,Site #5 - Fallen Leaf Lake,16,Cloudy,N,0-5,764.4,19.5,7.2,9.7,94.9,47.5,0.04,No,Yes,No,No,No,No,Trawl had Doli. Had Centric Diatoms,
2024-09-21,6:06:00,Site #3 - Lacamas Shores Boat Launch,21,Sunny,No wind,0-5,759.1,20,7.9,7.2,128.8,64.3,0.05,Yes,Elevated,No,Yes,No,No,Lake down. No trawl. Penniate Diatoms & Dinoflag,
2023-01-19,15:15:00,Site #1 - East Boat Launch,8.9,Cloudy,S,0-5,722.2,7.3,7.6,9.8,73,35,,No,No,No,No,No,,,
2024-09-27,14:51:00,Site #2 - Heritage Boat Launch,18.9,Sunny,W,0-5,758,20.4,7.6,5,131.4,65.9,0.06,Yes,Yes,Yes,No,No,No,"Centric Diatoms, Secchi 110cm. Lake level down 2-3 meters",
2024-09-27,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,Cant access water,
2024-09-27,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,Cant access water,
